Word,Reading,Translation,Category
雨,あめ,lluvia,noun
春,ハル,primavera,noun
夏,なつ,verano,noun
秋,あき,otoño,noun
冬,ふゆ,invierno,noun
天気,てんき,tiempo (clima),noun
暖かい,あたたかい,templado / cálido,adjective
晴れ,hare,soleado / buen tiempo,noun
海,うみ,mar,noun
花火,はなび,fuegos artificiales,noun
プール,ぷーる,piscina,noun
暑い,あつい,calor (clima),adjective
曇り,くもり,nublado,noun
コンサート,こんさーと,concierto,noun
雪,ゆき,nieve,noun
寒い,さむい,frío (clima),adjective
ココア,ここあ,colacao / cacao / chocolate caliente,noun
温泉,おんせん,aguas termales,noun
