Word,Reading,Translation,Category
食べる,たべる (たべます),comer,verb
パン,ぱん,pan,noun
サンドイッチ,さんどいっち,sándwich,noun
飲む,のむ (のみます),beber,verb
毎朝,まいあさ,cada mañana,noun
毎日,まいにち,cada día,noun
毎晩,まいばん,cada noche,noun
ジュース,じゅーす,zumo / bebida,noun
時,じ,hora (contador),counter
朝ご飯,あさごはん,desayuno,noun
昼ご飯,ひるごはん,comida / almuerzo,noun
弁当,べんとう,comida preparada,noun
晩ご飯,ばんごはん,cena,noun
半,はん,y media / mitad,noun
半分,はんぶん,mitad,noun
