Word,Reading,Translation,Category
ロビー,ろびー,vestíbulo,noun
席,せき,asiento,noun
便利,べんり,conveniente / útil / práctico,adjective
新幹線,しんかんせん,tren bala,noun
乗る,のる,subir a / montar en (transporte),verb
城,しろ,castillo,noun
庭,にわ,jardín,noun
観光,かんこう,turismo,noun
カツ,かつ,filete empanado,noun
短い,みじかい,corto,adjective
待つ,まつ,esperar,verb
楽しみ,たのしみ,esperar con ganas / ilusión,expression
