Word,Reading,Translation,Category
新聞,しんぶん,periódico,noun
何時,なんじ,qué hora,time
ラジオ,らじお,radio,noun
起きる,おきる,levantarse,verb
いつも,いつも,siempre,adverb
バレーボール,ばれーぼーる,voleibol,noun
作る,つくる,hacer / crear,verb
来週,らいしゅう,la próxima semana,time
寝る,ねる,dormir,verb
メール,めーる,correo / email,noun
シャワー,しゃわー,ducha,noun
浴びる,あびる,ducharse / recibir (ducha sol),verb
パスタ,ぱすた,pasta,noun
走る,はしる,correr,verb
