Word,Reading,Translation,Category
バックパック,ばっくぱっく,mochila,noun
ハイキング,はいきんぐ,hiking,noun
キャンプ,きゃんぷ,camping,noun
ピクニック,ぴくにっく,picnic,noun
バーベキュー,ばーべきゅー,bbq,noun
暗い,くらい,oscuro,adjective
川,かわ,río,noun
景色,けしき,vistas,noun
楽しむ,たのしむ,disfrutar,verb
外,そと,afuera,noun
涼しい,すずしい,fresco,adjective
牛肉,ぎゅうにく,ternera,noun
コショウ,こしょう,pepper,noun
シーフード,しーふーど,marisco,noun
焼く,やく,hornear/ freir/ asar,verb
