Word,Reading,Translation,Category
教室,きょうしつ,classroom,noun
授業,じゅぎょう,clase,noun
沢山,たくさん,mucho,adverb
テスト,てすと,test / examen,noun
質問,しつもん,pregunta,noun
終わる,おわる,terminar,verb
プロジェクト,ぷろじぇくと,proyecto,noun
締め切り,しめきり,deadline,noun
