Word,Reading,Translation,Category
日本,にほん,japón,noun
アメリカ,あめりか,estados unidos,noun
小さい,ちいさい,pequeño,adjective
大きい,おおきい,grande,adjective
イギリス,いぎりす,reino unido,noun
