Word,Reading,Translation,Category
大会,たいかい,torneo,noun
お祭り,おまつり,festival,noun
チョコバナナ,ちょこばなな,chocobanana,noun
ダンス,だんす,dance,noun
コンテスト,こんてすと,contest,noun
コミュニティセンター,こむにてぃせんたー,community center,noun
太鼓,たいこ,drums,noun
パーティー,ぱーてぃー,party,noun
ハロウィン,はろうぃん,halloween,noun
パレード,ぱれーど,parade,noun
イルミネーション,いるみねーしょん,lights display,noun
大晦日,おおみそか,new years eve,time
カウントダウン,かうんとだうん,countdown,noun
クリスマス,くりすます,christmas,noun
