Word,Reading,Translation,Category
甘い,あまい,dulce,adjective
大好き,だいすき,encantar / gustar mucho,adjective
お菓子屋,おかしや,pastelería / tienda de dulces,noun
緑,みどり,verde,noun
チーズケーキ,ちいずけーき,tarta de queso / cheesecake,noun
カップケーキ,かっぷけーき,cupcake / magdalena,noun
イチゴ,いちご,fresa,noun
クッキー,くっきー,galleta / cookie,noun
チョコレート,ちょこれーと,chocolate,noun
ドーナツ,どうなつ,donut / banguelo,noun
パイ,ぱい,tarta / pastel / pie,noun
