Word,Reading,Translation,Category
売り場,うりば,zona de ventas,noun
モノレール,ものれーる,monorail,noun
〜番,〜ばん,contador de números ordinal,counter
オレンジ,おれんじ,naranja,noun
快速,かいそく,servicio rápido,noun
降りる (降ります),おりる,bajarse,verb
エスカレーター,えすかれーたー,escaleras mecánicas,noun
乗り換える (乗り換えます),のりかえる,transbordar,verb
ツアー,つあー,tour,noun
払う (払います),はらう,pagar,verb
インフォメーション,いんふぉめーしょん,información,noun
ゆっくり (します),ゆっくり,relajadamente,adverb
呼ぶ (呼びます),よぶ,llamar,verb
