Word,Reading,Translation,Category
島,しま,isla,noun
クルーズ (します),くるーず,cruise,noun
港,みなと,puerto,noun
水着,みずぎ,swimsuit,noun
船,ふね,barco,noun
回る (回ります),まわる,rotar / dar una vuelta,verb
ハンバーガー,はんばーがー,burger,noun
ロブスター,ろぶすたー,lobster,noun
食べ放題,たべほうだい,buffet libre,noun
ゴルフ (します),ごるふ,golf,noun
リゾート,りぞーと,resort,noun
祖父母,そふぼ,grandparents,noun
海外,かいがい,overseas,noun
撫でる (撫でます),なでる,acariciar,verb
レジ袋,れじぶくろ,bolsa de plástico,noun
マラソン,まらそん,marathon,noun
結構,けっこう,bastante / suficiente,adverb
