Word,Reading,Translation,Category
兄弟,きょうだい,siblings,noun
オーストラリア,おおすとらりあ,Australia,noun
マレーシア,まれーしや,Malasia,noun
ソウル,そうる,Seúl,noun
子供,こども,niño / hijos,noun
出来る (出来ます),できる,poder / ser capaz de,verb
