Word,Reading,Translation,Category
所,ところ,lugar,noun
デザート,でざーと,postre,noun
お寺,おてら,templo,noun
山,やま,montaña,noun
神社,じんじゃ,santuario,noun
花,はな,flor,noun
お菓子,おかし,snack,noun
お土産,おみやげ,souvenir,noun
ポストカード,ぽすとかーど,tarjeta postal,noun
建物,たてもの,edificio,noun
