Word,Reading,Translation,Category
ネックレス,ねくれす,necklace,noun
誕生日,たんじょうび,cumpleaños,noun
元気,げんき,animado,adjective
デート,でーと,date,noun
腕時計,うでどけい,reloj de pulsera,noun
スーツ,すーつ,suit,noun
着る,きる,vestirse,verb
ブラウス,ぶらうす,blusa,noun
映画館,えいがかん,cinema,noun
監督,かんとく,director,noun
ホットドッグ,ほっとどっぐ,hotdog,noun
ポップコーン,ぽっぷこーん,popcorn,noun
ワイン,わいん,wine,noun
ステーキ,すてーき,steak,noun
歌,うた,canción,noun
予約,よやく,reserva,noun
