Word,Reading,Translation,Category
動物,どうぶつ,animal,noun
猫,ねこ,gato,noun
人気,にんき,popular,adjective
カプチーノ,かぷちーの,capuccino,noun
目,め,ojo,noun
ハムスター,ハムスター,hamster,noun
耳,みみ,oreja,noun
〜匹,〜ひき,contador de animales pequeños,counter
口,くち,boca,noun
トマト,とまと,tomate,noun
部屋,へや,habitación,noun
鼻,はな,nariz,noun
カメレオン,かめれおん,camaleón,noun
カラフル,からふる,colorful,adjective
隅,すみ,rincón,noun
