Word,Reading,Translation,Category
バドミントン,ばどみんとん,badminton,noun
試合,しあい,partido,noun
練習 (します),れんしゅう,entrenamiento,noun
ピアノ,ぴあの,piano,noun
楽器,がっき,instrumento,noun
弾く (弾きます),ひく,tocar instrumento,verb
ギター,ぎたー,guitar,noun
〜時間,〜じかん,contador de horas,counter
今夜,こんや,esta noche,noun
バレエ,ばれえ,ballet,noun
パフォーマンス,ぱふぉーまんす,performance,noun
レッスン,れっすん,lesson,noun
始まる (始まります),はじまる,empezar,verb
踊る (踊ります),おどる,bailar,verb
ブログ,ぶろぐ,blog,noun
記事,きじ,post,noun
書く (書きます),かく,escribir,verb
ファッション,ふぁっしょん,fashion,noun
