Word,Reading,Translation,Category
セール,せーる,rebajas,noun
コーナー,こーなー,section,noun
フィクション,ふぃくしょん,fiction,noun
話,はなし,historia,noun
あまり,あまり,demasiado,adverb
アルバム,あるばむ,album,noun
バンド,ばんど,band,noun
ポップス,ぽっぷす,pop music,noun
アニソン,あにそん,anime music,noun
難しい,むずかしい,difícil,adjective
パズル,ぱずる,puzzle,noun
カード,かーど,card,noun
SF,えすえふ,science fiction,noun
俳優,はいゆう,actor,noun
ドキュメンタリー,どきゅめんたりー,documental,noun
ポスター,ぽすたー,poster,noun
