Word,Reading,Translation,Category
こんにちは,こんにちは,hola / buenas tardes,expression
どうぞよろしくお願いします,どうぞよろしくおねがいします,encantado / mucho gusto,expression
じゃあね,じゃあね,hasta luego (casual),expression
こんばんは,こんばんは,buenas noches,expression
また明日,またあした,hasta mañana,expression
またね,またね,hasta luego (casual),expression
