Word,Reading,Translation,Category
私,わたし,yo,pronoun
傘,かさ,paraguas,noun
靴,くつ,zapatos,noun
帽子,ぼうし,sombrero,noun
赤い,あかい,rojo,adjective
青い,あおい,azul,adjective
白い,しろい,blanco,adjective
黒い,くろい,negro,adjective
コート,こーと,abrigo,noun
