Word,Reading,Translation,Category
座る (座ります),すわる,sentarse,verb
危ない,あぶない,peligroso,adjective
大丈夫,だいじょうぶ,está bien / ok,expression
具合,ぐあい,estado (de salud / condición),noun
病院,びょういん,hospital,noun
警察,けいさつ,policía,noun
救急車,きゅうきゅうしゃ,ambulancia,noun
休む (休みます),やすむ,descansar,verb
ゼロ,ぜろ,cero,number
番号,ばんごう,número,noun
近く,ちかく,cercano,adjective
アレルギー,あれるぎー,alergia,noun
両親,りょうしん,padres,noun
ちゃんと,ちゃんと,correctamente / asegurarse de,adverb
薬,くすり,medicina,noun
