Word,Reading,Translation,Category
お茶,おちゃ,té,noun
水,みず,agua,noun
ください,ください,por favor / deme,expression
です,です,ser / es,copula
ご飯,ごはん,arroz / comida,noun
寿司,すし,sushi,noun
と,と,y,particle
