Word,Reading,Translation,Category
私,わたし,yo,pronoun
ようこそ,ようこそ,bienvenido,expression
名前,なまえ,nombre,noun
はじめまして,はじめまして,encantado / mucho gusto,expression
おはようございます,おはようございます,buenos días,expression
都市,とし,ciudad,noun
東京,とうきょう,Tokio,noun
京都,きょうと,Kioto,noun
出身,しゅっしん,origen / procedencia,noun
どう,どう,cómo,expression
賑やか,にぎやか,animado / bullicioso,adjective
静か,しずか,tranquilo,adjective
きれい,きれい,bonito / limpio,adjective
とても,とても,muy,adverb
町,まち,pueblo / ciudad,noun
住んでいる,すんでいる,vivir (residir),verb
