Word,Reading,Translation,Category
文化,ぶんか,cultura,noun
歌舞伎,かぶき,teatro tradicional japonés,noun
先月,せんげつ,last month,noun
先週,せんしゅう,last week,noun
去年,きょねん,last year,noun
クレープ,くれーぷ,crep,noun
昨日,きのう,ayer,noun
初めて,はじめて,por primera vez,adverb
ピーナッツ,ぴーなっつ,peanuts,noun
水族館,すいぞくかん,aquarium,noun
見つける,みつける (みつけます),encontrar / descubrir,verb
象,ぞう,elefante,noun
