Word,Reading,Translation,Category
空港,くうこう,aeropuerto,noun
じゃないです,じゃないです,no es / no soy,expression
地下鉄,ちかてつ,metro,noun
切符,きっぷ,billete,noun
地図,ちず,mapa,noun
パスポート,ぱすぽーと,pasaporte,noun
スマホ,すまほ,móvil / smartphone,noun
鞄,かばん,bolsa / bolso,noun
田,た,arrozal / campo de arroz,kanji
中,なか,dentro / centro,kanji
山,やま,montaña,kanji
口,くち,boca,kanji
