Word,Reading,Translation,Category
やさしい,やさしい,amable / gentil,adjective
医者,いしゃ,médico,noun
先生,せんせい,profesor / maestro,noun
学生,がくせい,estudiante,noun
弁護士,べんごし,abogado,noun
かっこいい,かっこいい,guapo / cool,adjective
人,ひと,persona,noun
